image_id,model,method,lesion_type,predicted_grade,iou,dice
IDRiD_70,efficientnetb4,shap,SE,3,0.00012036068635269199,0.00024069240280258277
IDRiD_71,efficientnetb4,shap,MA,2,0.0013570553157240066,0.002710432424718139
IDRiD_71,efficientnetb4,shap,HE,2,0.0015792878827257093,0.0031535953305588467
IDRiD_71,efficientnetb4,shap,EX,2,0.03623805925870566,0.06994157169758713
IDRiD_71,efficientnetb4,shap,SE,2,0.013379374886066896,0.026405461207597843
IDRiD_72,efficientnetb4,shap,MA,2,0.000225183396787074,0.0004502654012816317
IDRiD_72,efficientnetb4,shap,HE,2,0.0019809162435131967,0.00395399994430986
IDRiD_72,efficientnetb4,shap,EX,2,0.041560376789483953,0.07980406650565966
IDRiD_72,efficientnetb4,shap,SE,2,0.0,0.0
IDRiD_73,efficientnetb4,shap,MA,2,0.0018566077698253202,0.003706334330534999
IDRiD_73,efficientnetb4,shap,HE,2,0.003111030466984478,0.00620276394635234
IDRiD_73,efficientnetb4,shap,EX,2,0.003947054868314033,0.007863073753091015
IDRiD_73,efficientnetb4,shap,SE,2,0.0034136741471005078,0.006804121241425425
IDRiD_74,efficientnetb4,shap,MA,3,0.003714898355630939,0.007402297926865475
IDRiD_74,efficientnetb4,shap,HE,3,0.013082211733435893,0.02582655500593887
IDRiD_74,efficientnetb4,shap,EX,3,0.006992590632442445,0.013888067692833258
IDRiD_74,efficientnetb4,shap,SE,3,0.0,0.0
IDRiD_75,efficientnetb4,shap,MA,3,0.0046973143136695246,0.009350705424903741
IDRiD_75,efficientnetb4,shap,HE,3,0.015388111109361327,0.030309811472086393
IDRiD_75,efficientnetb4,shap,EX,3,0.003761630059598457,0.007495066451932636
IDRiD_75,efficientnetb4,shap,SE,3,0.00477049600318713,0.009495692841625793
IDRiD_76,efficientnetb4,shap,MA,4,0.0031997626483340103,0.006379113647090582
IDRiD_76,efficientnetb4,shap,HE,4,0.012170803023938127,0.024048911483273212
IDRiD_76,efficientnetb4,shap,EX,4,0.008827860065654185,0.017501221794330047
IDRiD_77,efficientnetb4,shap,MA,2,0.00036028471891526103,0.0007203099211730403
IDRiD_77,efficientnetb4,shap,HE,2,0.0008518605739737696,0.0017022710503535262
IDRiD_77,efficientnetb4,shap,EX,2,0.005883665575721512,0.011698501083331484
IDRiD_78,efficientnetb4,shap,MA,3,0.0009645434380219188,0.0019272279809412483
IDRiD_78,efficientnetb4,shap,HE,3,0.0009240616160697007,0.001846417029035612
IDRiD_78,efficientnetb4,shap,EX,3,0.0027369238608311937,0.005458907108542956
IDRiD_79,efficientnetb4,shap,MA,3,0.0014282618775236316,0.0028524497098691036
IDRiD_79,efficientnetb4,shap,HE,3,0.003946499593065217,0.007861971917158678
IDRiD_79,efficientnetb4,shap,EX,3,0.031038765899227987,0.06020872720950953
IDRiD_80,efficientnetb4,shap,MA,1,1.2166619419627921e-06,2.433320923396624e-06
IDRiD_80,efficientnetb4,shap,HE,1,0.000959821215391521,0.0019178016840397873
IDRiD_80,efficientnetb4,shap,EX,1,0.0010709394653280325,0.002139587561896505
IDRiD_81,efficientnetb4,shap,MA,3,0.0006317252929961422,0.0012626529361962134
IDRiD_81,efficientnetb4,shap,HE,3,0.0038436777375487306,0.007657920895037297
IDRiD_81,efficientnetb4,shap,EX,3,0.003638134412386566,0.00724989274050778
