image_id,model,method,lesion_type,predicted_grade,iou,dice
IDRiD_72,resnet50,gradcam,EX,2,0.011053580603802215,0.021865469478286218
IDRiD_72,resnet50,gradcam,SE,2,0.0,0.0
IDRiD_73,resnet50,gradcam,MA,2,0.0017643590231768804,0.003522503086249368
IDRiD_73,resnet50,gradcam,HE,2,0.002865533286309548,0.005714690935522385
IDRiD_73,resnet50,gradcam,EX,2,0.0018527053847449803,0.0036985584303702197
IDRiD_73,resnet50,gradcam,SE,2,0.003653735028838665,0.0072808676963348916
IDRiD_74,resnet50,gradcam,MA,3,0.0,0.0
IDRiD_74,resnet50,gradcam,HE,3,0.0,0.0
IDRiD_74,resnet50,gradcam,EX,3,0.0,0.0
IDRiD_74,resnet50,gradcam,SE,3,0.0,0.0
IDRiD_75,resnet50,gradcam,MA,3,0.005220311706395631,0.01038640315083561
IDRiD_75,resnet50,gradcam,HE,3,0.025099448414362378,0.04896978230392484
IDRiD_75,resnet50,gradcam,EX,3,0.003072306783171447,0.006125793250188035
IDRiD_75,resnet50,gradcam,SE,3,0.0,0.0
IDRiD_76,resnet50,gradcam,MA,3,0.004373423904981611,0.008708760707701397
IDRiD_76,resnet50,gradcam,HE,3,0.0,0.0
IDRiD_76,resnet50,gradcam,EX,3,0.0,0.0
IDRiD_77,resnet50,gradcam,MA,3,0.001549402285429953,0.0030940107036045964
IDRiD_77,resnet50,gradcam,HE,3,0.003019301214228602,0.0060204249520891895
IDRiD_77,resnet50,gradcam,EX,3,0.0602110623874954,0.11358316192609001
IDRiD_78,resnet50,gradcam,MA,2,0.0024938087400593746,0.004975210257295473
IDRiD_78,resnet50,gradcam,HE,2,0.06816143832852595,0.12762385138183968
IDRiD_78,resnet50,gradcam,EX,2,0.012360284193981576,0.024418745750822406
IDRiD_79,resnet50,gradcam,MA,3,0.004420869908122455,0.008802823677940594
IDRiD_79,resnet50,gradcam,HE,3,0.0006515083479609748,0.0013021683223894626
IDRiD_79,resnet50,gradcam,EX,3,0.07811614971196187,0.1449123078859954
IDRiD_80,resnet50,gradcam,MA,2,8.44709046983135e-05,0.0001689275399345003
IDRiD_80,resnet50,gradcam,HE,2,0.005142602974452664,0.010232583832850176
IDRiD_80,resnet50,gradcam,EX,2,0.000248808920410645,0.0004974940598613452
IDRiD_81,resnet50,gradcam,MA,3,0.0009624158302418361,0.0019229809531730849
IDRiD_81,resnet50,gradcam,HE,3,0.0,0.0
IDRiD_81,resnet50,gradcam,EX,3,0.0008607356376186425,0.0017199908178439898
